Q21,1453593.0,->  Hash Semi Join  (cost=2659787.33..4813622.77 rows=1 width=38) (actual time=47927.801..106227.174 rows=1453593 loops=1)
Q21,702169.0,->  Nested Loop  (cost=2659787.33..4813624.73 rows=1 width=34) (actual time=47928.247..122350.062 rows=702169 loops=1)
Q18,400300.6,->  GroupAggregate  (cost=10323160.12..11148780.19 rows=30022548 width=39) (actual time=112663.922..112664.339 rows=75 loops=1)
Q3,318947.1,->  Sort  (cost=2766190.72..2774164.39 rows=3189471 width=20) (actual time=81275.395..81275.396 rows=10 loops=1)
Q18,100099.8,->  Hash Join  (cost=2179484.25..2961937.46 rows=7507492 width=39) (actual time=73577.275..81018.257 rows=75 loops=1)
Q18,100099.8,->  Hash Join  (cost=2110456.25..2742759.62 rows=7507492 width=20) (actual time=72066.641..79505.661 rows=75 loops=1)
Q18,100099.8,->  Hash  (cost=2961937.46..2961937.46 rows=7507492 width=39) (actual time=81018.660..81018.660 rows=75 loops=1)
Q18,57185.8,->  Sort  (cost=10323160.12..10398216.49 rows=30022548 width=39) (actual time=112663.889..112663.965 rows=525 loops=1)
Q18,57185.8,->  Hash Join  (cost=3055781.10..5773496.25 rows=30022548 width=39) (actual time=81659.072..112659.979 rows=525 loops=1)
Q18,54592.3,->  Hash  (cost=2059275.96..2059275.96 rows=4094423 width=4) (actual time=71929.880..71929.880 rows=75 loops=1)
Q18,54592.3,->  HashAggregate  (cost=1967151.44..2018331.73 rows=4094423 width=8) (actual time=63221.283..71929.458 rows=75 loops=1)
Q21,39367.0,->  Nested Loop Anti Join  (cost=2659787.33..4813639.68 rows=1 width=26) (actual time=47948.209..140008.264 rows=39367 loops=1)
Q10,28645.6,->  Sort  (cost=1196194.82..1197627.11 rows=572913 width=175) (actual time=34019.005..34019.009 rows=20 loops=1)
Q9,18847.2,->  Sort  (cost=3774591.56..3774591.99 rows=173 width=46) (actual time=214573.005..215548.845 rows=3260582 loops=1)
Q9,18847.2,->  Nested Loop  (cost=3098403.35..3774585.12 rows=173 width=46) (actual time=105908.543..195530.012 rows=3260582 loops=1)
Q9,18847.2,->  Nested Loop  (cost=3098403.35..3774535.78 rows=173 width=24) (actual time=105908.446..181377.912 rows=3260582 loops=1)
Q9,18847.2,->  Nested Loop  (cost=3098403.35..3774195.34 rows=173 width=24) (actual time=105908.308..133336.580 rows=3260582 loops=1)
Q9,18847.2,->  Merge Join  (cost=3098403.35..3774144.96 rows=173 width=28) (actual time=105908.238..117099.452 rows=3260582 loops=1)
Q7,14738.2,GroupAggregate  (cost=2376152.29..2378068.26 rows=58953 width=64) (actual time=84740.016..84764.646 rows=4 loops=1)
Q2,4735.0,->  Merge Join  (cost=395240.92..824339.45 rows=1 width=190) (actual time=9660.794..13407.882 rows=4735 loops=1)
Q21,3974.0,->  HashAggregate  (cost=4813639.68..4813639.69 rows=1 width=26) (actual time=140154.950..140160.060 rows=3974 loops=1)
Q15,3788.0,->  Subquery Scan on revenue7  (cost=1204716.16..1204801.39 rows=3788 width=12) (actual time=35203.566..35223.331 rows=1 loops=1)
Q15,3788.0,->  Sort  (cost=1205026.54..1205036.01 rows=3788 width=12) (actual time=35223.367..35223.367 rows=1 loops=1)
Q15,3788.0,Merge Join  (cost=2392557.18..2397655.46 rows=3788 width=79) (actual time=35229.849..35229.851 rows=1 loops=1)
Q15,3788.0,->  HashAggregate  (cost=1204716.16..1204763.51 rows=3788 width=12) (actual time=35203.563..35223.326 rows=1 loops=1)
Q8,364.5,Sort  (cost=2174658.96..2174660.78 rows=729 width=38) (actual time=31383.418..31383.419 rows=2 loops=1)
Q8,364.5,->  HashAggregate  (cost=2174611.54..2174624.30 rows=729 width=38) (actual time=31383.335..31383.336 rows=2 loops=1)
