# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1415222393;4806.40;19845.67;44754.02;0.00;12602.02;0.00;0.00;0.00;0.00
axle;60;1415222453;4738.13;4589.53;19363.67;0.00;4727.85;0.00;0.00;0.00;0.00
axle;60;1415222513;4512.13;16671.80;83928.00;0.00;9386.95;0.00;0.00;0.00;0.00
axle;60;1415222573;4556.80;4377.53;36424.98;0.00;11930.85;0.00;0.00;0.00;0.00
axle;60;1415222633;4657.07;23421.73;34534.73;0.00;11504.52;0.00;0.00;0.00;0.00
axle;60;1415222693;4821.33;5185.07;15800.67;0.00;23771.40;0.00;0.00;0.00;0.00
axle;60;1415222753;4373.40;4636.67;53634.62;0.00;11879.12;0.00;0.00;0.00;0.00
axle;60;1415222813;4121.60;2892.13;30869.13;0.00;5174.23;0.00;0.00;0.00;0.00
axle;60;1415222873;4025.60;3349.27;46186.47;0.00;14416.90;0.00;0.00;0.00;0.00
axle;60;1415222933;4106.67;4037.53;24795.60;0.00;4436.85;0.00;0.00;0.00;0.00
axle;60;1415222993;4108.93;3422.13;56501.22;0.00;7262.88;0.00;0.00;0.00;0.00
axle;60;1415223053;4055.47;3389.20;53123.47;0.00;6394.97;0.00;0.00;0.00;0.00
axle;14342;1415237395;4177.94;26000.03;161114.40;0.01;35399.44;775.09;376.38;1105.10;95.97
axle;60;1415237455;4292.47;17410.47;45402.07;0.00;12244.92;0.00;0.00;0.00;0.00
axle;60;1415237515;4085.40;7329.67;20476.00;0.00;4383.92;0.00;0.00;0.00;0.00
axle;60;1415237575;4415.26;15546.01;83565.64;0.00;9091.63;0.00;0.00;0.00;0.00
axle;60;1415237635;4700.52;3488.38;31880.76;0.00;11346.69;0.00;0.00;0.00;0.00
axle;60;1415237695;4336.34;24775.40;36087.54;0.00;5279.09;0.00;0.00;0.00;0.00
axle;60;1415237755;4435.27;4691.93;33354.75;0.00;31328.87;0.00;0.00;0.00;0.00
axle;60;1415237815;4375.47;3898.93;42455.70;0.00;10533.47;0.00;0.00;0.00;0.00
axle;60;1415237875;4420.27;3285.07;32594.57;0.00;5945.08;0.00;0.00;0.00;0.00
axle;60;1415237935;4484.27;4348.73;46752.82;0.00;14859.48;0.00;0.00;0.00;0.00
axle;60;1415237995;4375.53;4267.60;44962.88;0.00;6561.93;0.00;0.00;0.00;0.00
axle;60;1415238055;4379.73;4255.93;37688.50;0.00;8772.78;0.00;0.00;0.00;0.00
axle;60;1415238115;4418.13;3951.13;50950.82;0.00;7320.33;0.00;0.00;0.00;0.00
